RIAD_CODE	LEI	COUNTRY_OF_REGISTRATION	NAME	BOX	ADDRESS	POSTAL	CITY	CATEGORY	HEAD_COUNTRY_OF_REGISTRATION	HEAD_NAME	HEAD_RIAD_CODE	HEAD_LEI	REPORT
PL09387	2594001Q2RRC1E9DSW53	PL	Bank Spółdzielczy Ziemi Szczecińskiej		ul. 1 Maja 20	74-200	Pyrzyce	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09393	259400OIIT5MI95CNI49	PL	Bank Spółdzielczy w Wolinie		ul. Gryfitów 10	72-510	Wolin	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09410	259400FXKFDVW5EFQ333	PL	Bank Spółdzielczy w Janowie Lubelskim		ul. Jana Zamoyskiego 53A	23-300	Janów Lubelski	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09423	259400Q2CKMBEN6Y5O89	PL	Bank Spółdzielczy w Ożarowie		ul. Długa 14	27-530	Ożarów	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09425	259400LQLYY7E5X13R47	PL	Bank Spółdzielczy w Połańcu		ul. Żapniowska 3	28-230	Połaniec	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09429	25940025QK4B4ND0SR83	PL	Bank Spółdzielczy w Sandomierzu		ul. Słowackiego 37 B	27-600	Sandomierz	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09430	25940087DQX3HWCNV815	PL	Nadsański Bank Spółdzielczy		ul. Okulickiego 56C	37-450	Stalowa Wola	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09431	2594006LRZRDWURU7J12	PL	Bank Spółdzielczy w Staszowie		ul. Kościelna 25	28-200	Staszów	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09434	259400JOOBZ4GCU6V342	PL	Bank Spółdzielczy w Tarnobrzegu		ul. Sokola 12	39-400	Tarnobrzeg	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09439	25940020CEDZIQQTY090	PL	Bank Spółdzielczy w Zaleszanach		pl. Tadeusza Kościuszki 1	37-415	Zaleszany	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09453	259400TL2M9WB4OJ7G30	PL	Bank Spółdzielczy w Brzesku		ul. Kościuszki 3	32-800	Brzesko	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09462	259400D4OZ7VYA8Q4E67	PL	Bank Spółdzielczy w Dąbrowie Tarnowskiej		ul. Jagiellońska 1A	33-200	Dąbrowa Tarnowska	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09464	259400JHLINSEV24R189	PL	Bank Spółdzielczy w Szczucinie		ul. dr. Rudnickiego 5	33-230	Szczucin	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09477	259400ITXYVSO822OD95	PL	Bank Spółdzielczy w Pilźnie		ul. Grodzka 2	39-220	Pilzno	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09478	2594003DQ19OLPOHSH28	PL	Bank Spółdzielczy w Żyrakowie		Żyraków 173 C	39-204	Żyraków	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09479	259400H47L16SAOG6638	PL	Bank Spółdzielczy w Radomyślu Wielkim		ul. Krótka 2	39-310	Radomyśl Wielki	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09484	259400L03ZTD1W99FZ91	PL	Bank Spółdzielczy w Brodnicy		ul. Kamionka 27	87-300	Brodnica	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09489	9845009D78FA85D4D822	PL	Bank Spółdzielczy w Golubiu-Dobrzyniu		Rynek 34	87-400	Golub-Dobrzyń	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09491	259400B11D3N6QQTUP14	PL	Bank Spółdzielczy w Grębocinie		ul. Lubicka 2	87-162	Grębocin	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09496	259400K6X8XA2NVFLL68	PL	Bank Spółdzielczy w Kowalewie Pomorskim		ul. 1 Stycznia 14	87-410	Kowalewo Pomorskie	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09500	259400N7M4BVJQ855D98	PL	Bank Spółdzielczy w Łasinie		ul. Odrodzenia Polski 5	86-320	Łasin	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09511	259400AAGYC9BUCR7305	PL	Nicolaus Bank Spółdzielczy w Toruniu		ul. Lelewela 33	87-100	Toruń	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09523	259400G44ZVUBQB8TF75	PL	Bank Spółdzielczy w Kłodzku		pl. Chrobrego 4	57-300	Kłodzko	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09527	259400DWMT5PAABAEW04	PL	Bank Spółdzielczy w Dzierżoniowie		ul. Daszyńskiego 24	58-200	Dzierżoniów	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09531	259400FOUST1WLT28S23	PL	Bank Spółdzielczy w Świdnicy		ul. Długa 9	58-100	Świdnica	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09533	259400QCOQK1NOBP8E93	PL	Bank Spółdzielczy w Ząbkowicach Śląskich		Rynek 10	57-200	Ząbkowice Śląskie	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09536	2594008LU8QZ7Y3HYS78	PL	Gospodarczy Bank Spółdzielczy Radków z/s w Nowej Rudzie		ul. Radkowska 4	57-402	Nowa Ruda	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09537	2594009627ACS94VXQ32	PL	Kujawski Bank Spółdzielczy w Aleksandrowie Kujawskim		ul. Chopina 3	87-700	Aleksandrów Kujawski	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09542	259400ZQ7KLYEDTG3P44	PL	Bank Spółdzielczy w Lipnie		ul. Włocławska 20 B	87-600	Lipno	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09546	259400LSDZRXM6P2H908	PL	Bank Spółdzielczy w Skępem		ul. Sierpecka 72	87-630	Skępe	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09549	259400VIUXZ9IFR5G778	PL	Bank Spółdzielczy w Radziejowie		ul. Kościuszki 26	88-200	Radziejów	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09550	25940029NYBYFLJE0043	PL	Kujawsko-Dobrzyński Bank Spółdzielczy		ul. Żabia 6	87-800	Włocławek	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09551	259400ZZ2JMODN4KNC76	PL	Bank Spółdzielczy w Piotrkowie Kujawskim		ul. Poznańska 13	88-230	Piotrków Kujawski	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09557	259400GL78RXT6N7JM24	PL	Bank Spółdzielczy w Kowalu		ul. J. Piłsudskiego 42	87-820	Kowal	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09559	25940000MOVKOUW4AK09	PL	Bank Spółdzielczy w Lubrańcu		ul. Ogrodowa 7	87-890	Lubraniec	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09574	259400RY2MK8Y45D1Z93	PL	Bank Spółdzielczy w Kątach Wrocławskich		Rynek 4	55-080	Kąty Wrocławskie	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09575	259400C7D39TFHMMOL33	PL	Bank Spółdzielczy w Kobierzycach		ul. Spółdzielcza 5	55-040	Kobierzyce	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09582	259400VT9NVJYC4UUP07	PL	Bank Spółdzielczy w Miliczu		ul. Trzebnicka 7	56-300	Milicz	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09583	259400DDC5S51E9D3A18	PL	Bank Spółdzielczy w Obornikach Śląskich		ul. Trzebnicka 3	55-120	Oborniki Śląskie	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09584	259400VMH8P3KXNPEL38	PL	Bank Spółdzielczy w Oleśnicy		ul. Wrocławska 36	56-400	Oleśnica	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09585	259400FDL74DMY1ITQ18	PL	Bank Spółdzielczy w Oławie		ul. Pałacowa 13	55-200	Oława	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09588	2594002GW9CTV8BRYR47	PL	Gospodarczy Bank Spółdzielczy w Strzelinie		ul. Kilińskiego nr 2 lok. 4	57-100	Strzelin	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09589	259400A9SL07II0SN605	PL	Bank Spółdzielczy w Środzie Śląskiej		ul. Wrocławska 2	55-300	Środa Śląska	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09591	259400PULF512F1EWK40	PL	Bank Spółdzielczy w Trzebnicy		ul. Prusicka 1	55-100	Trzebnica	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09598	2594001GAWJELVAA7V07	PL	Bank Spółdzielczy w Żmigrodzie		ul. Konopnickiej 1/3	55-140	Żmigród	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09602	259400R925ZZYMTE1F26	PL	Bank Spółdzielczy w Biłgoraju		ul. Pocztowa 3	23-400	Biłgoraj	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09604	259400ROM4AE4YPGMO07	PL	Bank Spółdzielczy we Frampolu		Rynek 16	23-440	Frampol	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09610	259400ABV6MC9G4G5J16	PL	Bank Spółdzielczy w Izbicy		ul. Lubelska 125A	22-375	Izbica	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09617	259400GG1OV9R6P06090	PL	Bank Spółdzielczy w Lubyczy Królewskiej		ul. Kolejowa 14	22-680	Lubycza Królewska	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09619	259400YLOUK1CXJ0U256	PL	Bank Spółdzielczy w Łukowej		Łukowa 547	23-412	Łukowa	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09623	2594006PK7X2ANGALD18	PL	Bank Spółdzielczy w Obszy		Obsza 34A	23-413	Obsza	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09632	259400XBHLM43GA8KH93	PL	Bank Spółdzielczy w Szczebrzeszynie		pl. T. Kościuszki 31	22-460	Szczebrzeszyn	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09637	259400EKPV9AN9PTKA02	PL	Bank Spółdzielczy w Tarnogrodzie		ul. Partyzantów 9	23-420	Tarnogród	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09639	259400DXRV05WP8F1X16	PL	Bank Spółdzielczy w Tomaszowie Lubelskim		ul. Orzeszkowej 2	22-600	Tomaszów Lubelski	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09642	259400PGESXYA7ESBD11	PL	Bank Spółdzielczy w Werbkowicach		ul. Zamojska 1/1	22-550	Werbkowice	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09644	2594000IOBZH4QPRSD55	PL	Powiatowy Bank Spółdzielczy w Zamościu		ul. Partyzantów 3A	22-400	Zamość	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09649	259400RU4VMY3N45Q784	PL	Bank Spółdzielczy w Biszczy		Biszcza 72	23-425	Biszcza	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09656	259400QKIMPFVW73IL25	PL	Bank Spółdzielczy w Krośnie Odrzańskim		ul. Zamkowa 3	66-600	Krosno Odrzańskie	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09657	259400AKJKKIH3OGSH37	PL	Bank Spółdzielczy w Żaganiu		ul. Skarbowa 6	68-100	Żagań	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09658	259400276Z097Z5ZUP85	PL	Bank Spółdzielczy w Iłowej		ul. Kolejowa 4	68-120	Iłowa	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09660	259400MAKWHD06WR6556	PL	Bank Spółdzielczy w Siedlcu		ul. Zbąszyńska 25	64-212	Siedlec	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09673	25940073DRDDZWZR6N26	PL	Bank Spółdzielczy w Kożuchowie		ul. Klasztorna 4	67-120	Kożuchów	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09674	259400R1KTSGAAOW6U18	PL	Bank Spółdzielczy w Nowej Soli		ul. Bankowa 1	67-100	Nowa Sól	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL09681	984500N1DF46E7D48967	PL	Powiatowy Bank Spółdzielczy we Wrześni		ul. Warszawska 36	62-300	Września	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PL10003	2594001DI9SUZLV9PE86	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa Energia		ul. Hamernicka 4/1	26-900	Kozienice	Credit Institution					Euro Area BSI Statistics tail reporter
PL10014	259400ZIKP9AHRDHTU11	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa w Kostrzynie N. Odrą		ul. Fabryczna 1	66-470	Kostrzyn N/Odrą	Credit Institution					Euro Area BSI Statistics tail reporter
PL10037	259400KGBKCLKJ7KVJ78	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa Ziemi Rybnickiej		ul. 3-go Maja 1A	44-230	Czerwionka-Leszczyny	Credit Institution					Euro Area BSI Statistics tail reporter
PL10039	25940014FHX5HU67K936	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa "Boże Dary" w Katowicach		ul. Samsonowicza 5	40-749	Katowice	Credit Institution					Euro Area BSI Statistics tail reporter
PL10042	259400YN2XPJA3Y3N809	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa im. Unii Lubelskiej w Lublinie		ul. Braci Wieniawskich 5 B	20-844	Lublin	Credit Institution					Euro Area BSI Statistics tail reporter
PL10046	984500F43D959EBC4A50	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa "Progres"		os. Leśne 16	62-028	Koziegłowy	Credit Institution					Euro Area BSI Statistics tail reporter
PL10052	2594001FQ1BUG75G1G77	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa "Wisła"		ul. Wróblewskiego 8A	24-100	Puławy	Credit Institution					Euro Area BSI Statistics tail reporter
PL10061	259400JPX9R3BIML3W17	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa im. Zygmunta Chmielewskiego		ul. K. Wallenroda 2 E	20-607	Lublin	Credit Institution					Euro Area BSI Statistics tail reporter
PL10065	259400V8HS985YZEJN44	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa im. Franciszka Stefczyka		ul. Legionów 126-128	81-472	Gdynia	Credit Institution					Euro Area BSI Statistics tail reporter
PL10079	259400889JWEJXM3SJ27	PL	Krakowska Spółdzielcza Kasa Oszczędnościowo-Kredytowa		ul. Ujastek 3	30-969	Kraków	Credit Institution					Euro Area BSI Statistics tail reporter
PL10089	259400SONAAQDRGNPD23	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa "Szopienice"		ul. Wiosny Ludów 1	40-374	Katowice	Credit Institution					Euro Area BSI Statistics tail reporter
PL10099	259400EBIWDTYPQFW013	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa "Świdnik"		ul. Niepodległości 13	21-040	Świdnik	Credit Institution					Euro Area BSI Statistics tail reporter
PL10105	259400N4P5LD19IT0F38	PL	Spółdzielcza Kasa Oszczędnościowo-Kredytowa Przy "Dezamet" S.A.		ul. Kościuszki 1	39-460	Nowa Dęba	Credit Institution					Euro Area BSI Statistics tail reporter
PL10115	2594005SSKJ5D6PIBY64	PL	Spółdzielcza Kasa Oszczędnościowo - Kredytowa "Centrum"		ul. Stanisława Moniuszki 16 A	41-902	Bytom	Credit Institution					Euro Area BSI Statistics tail reporter
PL10118	25940091IOMIUJ2NZH84	PL	Spółdzielcza Kasa Oszczędnościowo - Kredytowa im. Eugeniusza Kwiatkowskiego		ul. Kwiatkowskiego 8	33-101	Tarnów	Credit Institution					Euro Area BSI Statistics tail reporter
PL10144	259400XA5XBGWOT25W66	PL	Zachodniopomorska Spółdzielcza Kasa Oszczędnościowo - Kredytowa		ul. Czorsztyńska 17	71-201	Szczecin	Credit Institution					Euro Area BSI Statistics tail reporter
PL10190	259400F744AAF94SPV49	PL	Regionalna Spółdzielcza Kasa Oszczędnościowo - Kredytowa im. Św. Brata Alberta		ul. Polska 35/1	12-100	Szczytno	Credit Institution					Euro Area BSI Statistics tail reporter
PT1	54930037NWG1CCVQHF93	PT	Banco de Portugal, EP		Rua do Comércio, 148	1100-150	LISBOA	Central Bank					Euro Area BSI Statistics full (non-tail) reporter
PT1280	52990028P0QXN7VA6929	PT	Caixa de Crédito Agrícola Mútuo do Médio Ave, CRL		RUA D. FERNANDO II, N.º 173	4760-138	VILA NOVA DE FAMALICÃO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT1290	529900AW1JIV1SVPMP75	PT	Caixa de Crédito Agrícola Mútuo de Vila Verde e de Terras do Bouro, CRL		PRAÇA 5 DE OUTUBRO, N.º 81	4730-731	VILA VERDE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT1320	529900APHE0ZS207UT92	PT	Caixa de Crédito Agrícola Mútuo de Terras do Sousa, Ave, Basto e Tâmega, CRL		PRAÇA DA REPÚBLICA, N.º 228	4610-116	Felgueiras	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT1340	529900BFZ0STE7599K29	PT	Caixa de Crédito Agrícola Mútuo do Vale do Sousa e Baixo Tâmega, CRL		LARGO DA DEVESA	4560-496	PENAFIEL	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT14	529900GZL0HS66P9SW37	PT	Banco Invest, SA		AVENIDA ENG. DUARTE PACHECO, TORRE 1, 11º	1070-101	LISBOA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT1400	529900BV3ED04UXBGC63	PT	Caixa de Crédito Agrícola Mútuo de Paredes, CRL		AVENIDA COMENDADOR ABÍLIO SEABRA, 138	4580-029	PAREDES	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT1420	529900MDJGJ5U97MFO70	PT	Caixa de Crédito Agrícola Mútuo do Noroeste, CRL		PRACETA DR. FRANCISCO SÁ CARNEIRO	4750-297	BARCELOS	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT1440	5299007A95DA5TDM6J20	PT	Caixa de Crédito Agrícola Mútuo da Área Metropolitana do Porto, CRL		AVENIDA  VISCONDE  DE BARREIROS, Nº 85	4470-151	MAIA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT1460	529900QXXRZWXWR8T730	PT	Caixa de Crédito Agrícola Mútuo de Póvoa de Varzim, Vila do Conde e Esposende, CRL		LARGO DAS DORES, 1	4490-421	PÓVOA DE VARZIM	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT1470	529900158NB37MKMD514	PT	Caixa de Crédito Agrícola Mútuo do Alto Cávado e Basto, CRL		PRAÇA DO COMÉRCIO, N.º 61 E 63	4720-337	Ferreiros	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT160	549300EP6JOM2CY64233	PT	Novo Banco dos Açores, SA		RUA HINTZE RIBEIRO, NºS 2/8	9500-049	PONTA  DELGADA	Credit Institution					Euro Area BSI Statistics tail reporter
PT169		PT	CITIBANK EUROPE PLC, SUCURSAL EM PORTUGAL		EDIFÍCIO FUNDAÇÃO, RUA BARATA SALGUEIRO, Nº 30 - 5º ANDAR	1269-056	Lisboa	Credit Institution	IE	Citibank Europe plc	IECITIFS	N1FBEDJ5J41VKZLO2475	Euro Area BSI Statistics full (non-tail) reporter
PT171	5493006W7W0OKPVEHX52	PT	RCI Banque Sucursal Portugal		LAGOAS PARK, EDIFÍCIO 15, PISO 2	2740-262	PORTO SALVO	Credit Institution	FR	RCI Banque	FR11188	96950001WI712W7PQG45	Euro Area BSI Statistics tail reporter
PT980191599		PT	BMW Bank GmbH, Sucursal Portuguesa		Lagoas Park, Edifício 11, Espaço BMW, Piso 2	2740-270	Porto Salvo	Credit Institution	DE	BMW Bank GmbH	DE03392	D2OIGPB6E66YOBJ9GT20	Euro Area BSI Statistics tail reporter
PT173		PT	EDMOND DE ROTHSCHILD (EUROPE) SUCURSAL EM PORTUGAL		R. D. Pedro V, 130	1250-095	Lisboa	Credit Institution	LU	Edmond de Rothschild (Europe)	LUB00172	5493009T9IBHZZKFR082	Euro Area BSI Statistics tail reporter
PT18	549300URJH9VSI58CS32	PT	Banco Santander Totta, SA		RUA ÁUREA, N.º 88	1100-063	LISBOA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT189	21380061NK7EDRA9BS34	PT	Banco Atlântico Europa, S.A.		AVENIDA DA LIBERDADE, Nº 259	1250-143	LISBOA	Credit Institution					Euro Area BSI Statistics tail reporter
PT19	549300QD1160SR6LNZ76	PT	BANCO BILBAO VIZCAYA ARGENTARIA, S.A., SUCURSAL EM PORTUGAL		AVENIDA DA LIBERDADE, N.º 222	1250-148	Lisboa	Credit Institution	ES	Banco Bilbao Vizcaya Argentaria, S.A.	ES0182	K8MS7FD7N5Z2WQ51AZ71	Euro Area BSI Statistics full (non-tail) reporter
PT2040	529900LRO0U4ZKKZ9S50	PT	Caixa de Crédito Agrícola Mútuo do Alto Douro, CRL		AVENIDA JOÃO DA CRUZ, N.º 94/98	5300-178	BRAGANÇA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT2090	529900B0GL23LT7DB925	PT	CAIXA DE CRÉDITO AGRÍCOLA MÚTUO BEIRA DOURO E LAFÕES, CRL		AVENIDA 5 DE OUTUBRO, Nº. 73	5100-065	LAMEGO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT2140	529900F8SM5DSI8SIX44	PT	Caixa de Crédito Agrícola Mútuo do Douro e Côa, CRL		Av Barão de Forrester nº 45	5130-578	S. João da Pesqueira	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT2160	52990085ZBDCZFT11N42	PT	Caixa de Crédito Agrícola Mútuo do Vale do Távora e Douro, CRL		RUA SÁ DE ALBERGARIA	5120-423	TABUAÇO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT2190	529900DGVHSAPRLW4X22	PT	Caixa de Crédito Agrícola Mútuo da Terra Quente, CRL		RUA LUÍS DE CAMÕES	5140-080	CARRAZEDA DE ANSIÃES	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT22		PT	Banco do Brasil AG - Sucursal em Portugal		Av. da República, 35 - 7º	1050-186	Lisboa	Credit Institution	AT	Banco do Brasil Aktiengesellschaft	AT0000000537595	529900WSSQ6JIRC66D02	Euro Area BSI Statistics full (non-tail) reporter
PT2230	529900FCY3D46FAV5S83	PT	Caixa de Crédito Agrícola Mútuo de Trás-os-Montes e Alto Douro, C.R.L.		RUA DOS CAMILOS, N.º 247	5050-273	PESO DA RÉGUA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT2260	529900PL5BP5HJJ45R49	PT	CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DO DOURO E SABOR, CRL		RUA DA INDÚSTRIA, 2	5225-032	PALAÇOULO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT23	529900GYIFZ0EH50GF42	PT	BANCO ACTIVOBANK, S.A.		RUA AUGUSTA, 84	1100-053	LISBOA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT235	213800UFLAA5SS55IZ10	PT	Banco L.J. Carregosa, SA		AVENIDA  DA BOAVISTA, 1083	4100-129	PORTO	Credit Institution					Euro Area BSI Statistics tail reporter
PT246	635400VIYABUSTRYT791	PT	Banco Primus, S.A.		Rua da Quinta do Quintã, Nº 1, Edificio D. José, Piso 3	2770-203	Paço de Arcos	Credit Institution					Euro Area BSI Statistics tail reporter
PT25	549300KAXHDD341NRL28	PT	Caixa - Banco de Investimento, S.A.		AVENIDA JOÃO XXI, 63	1000-300	LISBOA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT264		PT	Volkswagen Bank GmbH - Sucursal em Portugal		Estrada de Alfragide, 67	2614-519	Amadora	Credit Institution	DE	Volkswagen Bank Gesellschaft mit beschränkter Haftung	DE03402	529900GJD3OQLRZCKW37	Euro Area BSI Statistics tail reporter
PT3010	529900JIGBOPYQZJFO73	PT	CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DO BAIXO MONDEGO, CRL		LARGO ANTÓNIO CACHULO DA TRINDADE, N.º 2	3140-011	ABRUNHEIRA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT3020	529900325M28T7RZL148	PT	Caixa de Crédito Agrícola Mútuo de Cantanhede e Mira, CRL		RUA DOS BOMBEIROS VOLUNTÁRIOS, N.º 6	3060-163	CANTANHEDE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT3030	529900YGPG60797THP43	PT	Caixa de Crédito Agrícola Mútuo de Coimbra, CRL		RUA JOÃO MACHADO, Nº 78	3000-226	COIMBRA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT3060	529900IFOV8G8BM9KY92	PT	CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DO VALE DO DÃO E ALTO VOUGA, CRL		AVENIDA  DA LIBERDADE, 62/64	3530-113	MANGUALDE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT3090	529900IZOGZBSRWDAF64	PT	C.C.A.M. de Oliveira de Azeméis e Estarreja, CRL		RUA LUÍS DE CAMÕES, 76	3720-230	OLIVEIRA DE AZEMÉIS	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT3110	529900E9Q99QK3X48Y97	PT	CAIXA DE CRÉDITO AGRÍCOLA MÚTUO CENTRO LITORAL, CRL		EDIFÍCIO DR. ORLANDO CORDEIRO, PRAÇA DA  REPÚBLICA	3100-568	POMBAL	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT3160	5299003U22HD3CJW4R79	PT	CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE TERRAS DE SANTA MARIA, CRL		AVENIDA 25 DE ABRIL, N.º 18-B	4540-102	AROUCA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
PT32		PT	BARCLAYS BANK IRELAND  PLC - SUCURSAL EM PORTUGAL		RUA ALEXANDRE HERCULANO, N.º 50, ESCRITÓRIO MZ-103	1250-011	LISBOA	Credit Institution	IE	Barclays Bank Ireland plc	IEC36964	2G5BKIC2CB69PRJH1W31	Euro Area BSI Statistics tail reporter
PT3210	5299004OXVHH0LDR6Z86	PT	CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE OLIVEIRA DO BAIRRO, ALBERGARIA E SEVER, CRL		RUA DO FORAL, N.º 59	3770-218	OLIVEIRA DO BAIRRO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
